text,label
Aynı ürünü daha pahalıda bulabilirsin. ,1
Kurutma makinası çok işe yarıyor. ,1
Kesinlikle aynı işi yapıyor. ,1
B sınıfı olması sorun değil. ,1
Faturaya fazla yansımıyor. ,1
Diğer markalara bakmana gerek yok. ,1
Yüksek fiyatlar aldatıcı olabilir. ,1
Kurutma makineleri tam bir hayat kurtarıcıdır. ,1
Tekrar aynı ürünü alırım.,1
Yeni telefon aldığımda çok memnundum ama şimdi pişmanım.,0
"Araba aldığımda sorunu yoktu, ama birkaç ay sonra arızalandı.",0
"Çamaşır makinesi aldığımda çok sessiz çalıştı, fakat şimdi çok gürültülü.",0
Ev dekorasyonu için aldığım halı çok güzeldi ama hemen tüylendi.,0
Oyuncak aldığımda çok sevimliydi ama çocuğum beş dakikada sıkıldı.,0
Yeni kilidim çok güvenliydi ama kısa sürede bozuldu.,0
Hesap makinesi aldığımda çok pratikti ama şimdi tuşları çalışmıyor.,0
Ayakkabı aldığımda rahattı ama şimdi ayağımda sürekli kayıyor.,0
Kameram çok güzel fotoğraflar çekti ama sonra lensi bozuldu.,0
"Bahçe için aldığım çiçekler çok canlıydı, ama birkaç gün sonra ölmeye başladı.",0
Kaliteli ürün fiyatı uygun,1
Harika ürün fiyatı makul,1
İyi ürün uygun fiyatla,1
Mükemmel fiyat-performans oranı,1
Uygun ürün kaliteli,1
Yüksek kalite düşük fiyat,1
"Harika fiyat, harika ürün",1
İyi fiyat harika ürün,1
Fiyat ve kalite üst düzey,1
Makul fiyata güzel ürün.,1
"Merhaba, bu araba Japonya'da üretilmiş.",1
Bu dükkanın dekorasyonu son derece zevkli.,1
Onun taktikleri oldukça etkili oldu.,1
Bu yemeğin tuzu biraz eksik kalmış.,1
"Bugünün havası sıcak, ama nem yok.",1
Bu yolda trafik oldukça yoğun.,1
Sizin için en iyi seçenek bu olabilir.,1
Bu markanın ürünleri gerçekten dayanıklı.,1
Miyavlamalarını çok sevimli buluyorum.,1
Yeni çıkan bu kitap oldukça ilgi çekici.,1
Bu yorumlara inanarak aldım ama hayal kırıklığına uğradım.,0
Kulaklık kullanınca sesler çok kesiliyor ve bozuluyor.,0
Ses mesafesi sadece 1 metre bile değil.,0
Belki kulaklığımla ilgilidir dedim ama telefonla test ettim aynı sıkıntıyı yaşadım.,0
5 metre uzaktaki telefondan ses mükemmel çıkıyor.,0
Bu cihaz sadece dosya müzikler için uygun.,0
"Eğer kablolardan kurtulmak için alacaksanız, sadece nadir müzik dinlemenizi sağlar.",0
Filmleri izlerken ve müzik dinlerken bir sorun yaşayabilirsiniz.,0
Bu cihazın kullanımı sinir bozucu olabilir.,0
Bu kulaklık kalitesizdir ve kullanışsızdır.,0
İlk önce tüm aileme burada olduğu için teşekkür ederim.,1
Buradaki yorumların hepsi sadece satış amacıyla yapılmış olabilir diye tereddüt ettim.,1
"Arkadaşlar, tamam şimdi geliyor.",1
Çok teşekkür ederim.,1
"Öncelikle, burada olan herkesle birlikte aileme teşekkür etmek istiyorum.",1
Satıcıların yorumlarını okuduğum için alışveriş konusunda tereddüt ettim.,1
"Arkadaşlar, hadi gelsin bakalım.",1
Teşekkürler.,1
"İlk olarak, burada olan herkese ve aileme teşekkürlerimi sunmak istiyorum.",1
Satıcıların yorumlarından dolayı kararsız kaldım ama sonunda aldım.,1
"Kokusu gerçekten güzel, mutlaka denemelisin.",1
Kampanyayı kaçırmadan hemen almalısın.,1
"Ürünün kokusu harika, ben de çok memnun kaldım.",1
"Harika bir ürün, kesinlikle tavsiye ederim.",1
"Aldığım en güzel ürünlerden biri, pişman olmayacaksın.",1
Kampanyalı fiyatıyla kaçırılmayacak bir ürün.,1
"Kokusu muhteşem, vazgeçilmezim haline geldi.",1
"Kesinlikle denemelisin, çok memnun kalacaksın.",1
"En sevdiğim ürünlerden biri, herkese tavsiye ederim.",1
"Kokusu o kadar güzel ki, herkesin dikkatini çekiyor.",1
"Bu çay tadı berbat, içemezsiniz.",0
"Bu yemek lezzetsiz, hiç sevmedim.",0
"Bu kahve tatsızdı, bir daha içmem.",0
"Bu parfüm çok kötü kokuyor, almamalısın.",0
"Bu çorba rengi bozuk, içilemez.",0
"Bu şarap ekşi, içilmez.",0
"Bu deterjan çok kötü kokuyor, kullanamam.",0
"Bu çikolata tadı bayat, yiyemezsin.",0
"Bu sigara pahalı ama içimi kötü, almayın.",0
"Bu deodorant kokusu hoşuma gitmedi, değiştirmem lazım.",0
Çok dar geldi.,0
Yetersiz kaldı.,0
Tam olmadı.,0
Eksik kaldı.,0
İşe yaramadı.,0
Zayıf kaldı.,0
Önemsizdi.,0
Kabul edilebilir değil.,0
Verimli olmadı.,0
Hedefe ulaşmakta yetersiz kaldı.,0
Farklı boyutlardaki dosyaları indirirken internetinizde sorun yaşıyabilirsiniz.,0
"Hızlıca veri yollamakta zorluk yaşadığınızı hissediyorsanız, hat sorunu olabilir.",0
"Video izlerken takılma veya yavaşlama hissi yaşıyorsanız, hat sorunu kontrol edilmeli.",0
"Düşük hızda indirilen dosyalarınız varsa, hattınızda bir sorun olabilir.",0
"Bant genişliği sınırlarını aşamıyorsanız, hatınızda sorun olabilir.",0
"Veri transferi sırasında sık sık hata alıyorsanız, hat sorunu olabilir.",0
GSM hat sorunları yaşamadan internet kullanmak için hız durumunuzu kontrol edin.,0
"İnternet erişiminiz beklenenden daha yavaşsa, hattınızda sıkıntı yaşıyor olabilirsiniz.",0
"Dosya indirmek veya video izlemek sıkıntılıysa, hattınızı kontrol edin.",0
"Zayıf bağlantı, dosya indirirken açılan pencereler, yavaş hız gibi sorunları yaşamanız, hattınızdaki problemden kaynaklanabilir.",0
‘Bu telefonun kamera özelliğini kullanarak bir video çektiniz mi?’,0
"‘Videonun kalitesi fotoğraflardan daha kötü görünüyor, nesneleri tam olarak göremiyoruz.’",0
"‘Birçok kişi böyle bir durumla karşılaştığına dair yorum yapmış, herkesin telefonunu değiştirdiği söyleniyor.’",0
‘Benim eski 8 megapiksel telefonum daha net görüntü çekiyordu.’,0
‘Geri tuşunun bazen çalışmadığını fark ettim.’,0
‘Telefonda ışığı azaltarak video çekmek mümkün mü?’,0
"‘Markanın daha kaliteli modelleri farklı mı çekim yapıyor, bilgisi olan var mı?’",0
‘Cihaza ekstra bir kamera takarak daha iyi çekim yapabilir miyiz?’,0
‘Bu sorunu gidermenin başka hiçbir yolu yok mu?’,0
‘Telefon ayarlarını değiştirerek daha iyi çekim yapabilir miyiz?’,0
Kedilerimiz gıda zehirlenmesinden ölüyordu. Bir daha aldığımızda aynı şey olacak.,0
Hamster'larımız hastalandı ve öldü. Tekrar sahip olmak istemiyorum.,0
Kanaryalarımız ağır bir enfeksiyon geçirdi ve hepsi öldü. Tekrar denemedik.,0
"Balıklarımızın çoğu sıcaklıktan öldü, bir daha sahip olmak istemiyoruz.",0
Kazlarımız bir virüs yüzünden öldü. Aynı şeyi yaşamak istemiyoruz.,0
"Kocaman bir köpek aldım, ama evimiz için çok fazla. Bir daha aynı boyutta bir köpek almam.",0
"Her türlü kuş çekiminde harika bir fotoğraf makinesi aldım, ama bir daha kullanmayacağım çünkü hayvanları rahatsız ediyordum.",0
"""Free to good home"" ilanına cevap verdim ve kedisini aldım. Ancak sürekli tırmalamasından dolayı bir daha almayı düşünmüyorum.",0
Neredeyse ölü bir armadillo buldum ve onu tedavi etmeye çalıştım ama ölümcül bir virüs yüzünden öldü. Artık böyle bir şey denemeyeceğim.,0
"Sahipsiz bir kedi gördüm ve onu eve aldım, ama tüm mobilyalarımı çizmeye başladığında başka bir yuvaya yolladım. Bir daha sahipsiz kedi almam.",0
Oyuncak sıcak su torbası alarak karnımı rahatlatmaya çalıştım ama torba hemen patladı. ,0
Takım elbisemin temizliği için kuru temizlemeye götürdüm ama sonrasında daha kötü bir hal aldı. ,0
Arkadaşımın tavsiyesi üzerine sevdiğim bir yazarın kitabını aldım ama beklentimin altında kaldı. ,0
İndirimde olan ayakkabıları kovalamaca oyununa döndürdüm ama o kadar koşturmama rağmen numaramda bir ayakkabı yoktu. ,0
Yeni aldığım cihazın özellikleri beni heyecanlandırdı ama kullanmaya başladığımda çok fazla sorun çıkardı. ,0
Peluş bir oyuncak alarak kızımı mutlu etmeyi amaçlamıştım ama kısa sürede yüzünde birçok yara izi oluştu. ,0
50 tane kart alarak arkadaşlarıma sürpriz yapacaktım ama adresleri karıştırdım ve yanlış kişilere gönderdim. ,0
Baharda kendime bir çiçek fidanı alarak balkonda yetiştirmek istemiştim ama sıcaklıklar düşünce çiçek donarak öldü. ,0
Yeni bir tatil bölgesini keşfetmek için günlerce araştırma yaptım ama sosyal medya paylaşımlarına kanarak hayal kırıklığına uğradım. ,0
Yazlık evimizde kullanmak üzere yeni bir elektrikli ızgara aldık ama ilk kullanışta yandı ve geri iade etmek zorunda kaldık.,0
Ürünün paketi güzel ve teslimatı hızlıydı.,1
Kullanımı çok kolay ve etkili bir diş temizliği sağlıyor.,1
Ürünün ambalajı özenli ve teslimatı zamanında gerçekleşti.,1
Dişleri gerçekten iyi temizleyen kullanışlı bir ürün.,1
Ürün paketlenmesi güzel ve teslimat hızlı bir şekilde gerçekleşti.,1
Kullanımı son derece pratik ve etkili.,1
Ürünün teslimatı hızlı ve paketlemesi özenliydi.,1
Diş temizliği için harika bir ürün ve kullanışlı.,1
Ürünün teslimatı ve paketlemesi çok iyi yapılmıştı.,1
Kullanımı son derece kolay olan etkili bir diş temizleme ürünü.,1
"Bu araba öyle hızlı ki, saniyeler içinde hedefine ulaşır.",1
"Bu yemek öyle lezzetli ki, her lokmadan sonra daha da isteyeceksiniz.",1
"Bu koltuk öyle rahat ki, hiç kalkmak istemeyeceksiniz.",1
"Bu müzik öyle güzel ki, dinleyenler kendinden geçiyor.",1
"Bu cihaz öyle pratik ki, hayatınızı kolaylaştıracak.",1
"Bu kitap öyle sürükleyici ki, bir solukta okuyacaksınız.",1
"Bu ürün öyle kaliteli ki, yıllarca kullanabileceksiniz.",1
"Bu tatil öyle keyifli ki, unutulmaz anılar bırakacak.",1
"Bu oyun öyle eğlenceli ki, saatlerce oynayabilirsiniz.",1
"Bu film öyle etkileyici ki, izlerken duygulanacaksınız.",1
Görüntü hoş ama ince ve hafif değil. Isıtmıyor beni.,0
İlgi çekici görüntü fakat kalın ve ağır değil. Isıtmıyor beni.,0
Görüntü şık ancak kalın değil. Beni ısıtmıyor.,0
Görüntü güzel ama incelik eksik. Isıtmıyor beni.,0
Görüntü estetik ama çok kalın. Isıtmıyor beni.,0
Hoş görüntü ancak hafif değil. Isıtamıyor beni.,0
Görüntü cazip fakat fazla kalın. Beni ısıtmıyor.,0
Görüntü çekici ancak kalın ve tok. Beni ısıtmıyor.,0
Görüntü hoş ama ince değil. Beni ısıtmıyor.,0
İyi bir görüntü var fakat kalın. Beni ısıtmıyor.,0
"Yorumlara güvenerek aldım, ama hayal kırıklığına uğradım. ",0
Bana tavsiye edilmesine rağmen bu ürünü almamalıydım. ,0
Para kaybetmek istemiyorsanız deneyin ve öyle karar verin. ,0
"Aldığım üründen çok memnun kalmadım, siz de dikkatli olun. ",0
Yeterli araştırma yapmadan alışveriş yapmak hataydı. ,0
"Daha önce denemeden almayın, pişman olabilirsiniz. ",0
Ürünü kullanmaya başladığımda yanıldığımı fark ettim. ,0
"Yorumlar beni yanılttı, ürün istediğim gibi olmadı. ",0
"Paranızı boşa harcamayın, önce deneyin. ",0
"Aldığım ürün beklediğim gibi değildi, almaz olaydım.",0
"Ürünü iki haftadır kullanıyorum, çok memnunum.",1
Telefonun görünümü gerçekten şık.,1
"Kamera kalitesi harika, çektiğim fotoğraflar mükemmel.",1
"Batarya ömrü beni şaşırttı, uzun süre kullanabiliyorum.",1
Dokunmatik ekran hassas ve kullanımı kolay.,1
Hızlı şarj özelliği sayesinde kısa sürede şarj olabiliyor.,1
"Ses kalitesi yüksek, müzik dinlemek keyifli.",1
Fiyatı uygun ve performansı yüksek bir ürün.,1
Bluetooth bağlantısı sorunsuz çalışıyor.,1
Özellikle oyun oynarken performansı çok iyi.,1
Fiyatına göre harika!,1
Değerine göre oldukça uygun.,1
Fiyatı çok makul.,1
Pahalı olmadığı halde kaliteli.,1
Fiyat-performans oranı mükemmel.,1
Tam istediğim fiyatta.,1
Fiyatına göre çok avantajlı.,1
Fiyat açısından yakından bile takip edilmeye değer.,1
Fiyatı nedeniyle alınacak en iyi seçeneklerden biri.,1
Fiyatı uygun diye düşündüm ama kalitesi de şaşırttı.,1
Teşekkür ederim.,1
Sağ ol.,1
İlgin için teşekkürler.,1
Teşekkürlerimle.,1
Teşekkürler sunarım.,1
Teşekkür etmek istedim.,1
Teşekkür ediyorum.,1
Teşekkürlerimi iletmek istiyorum.,1
Teşekkürlerinizi kabul ederim.,1
"Teşekkürler, çok naziksiniz.",1
"Yorumlara göre karar verdim, ama fazla bir faydasını göremedim.",0
"Tavsiyeler dikkate aldım, sonuçta krem daha etkiliydi.",0
"Yapılan yorumlara güvendim, ancak beklentilerim karşılanmadı.",0
"İnsanların önerilerine kulak verdim, ancak çok da etkili olmadı.",0
"Kullanıcı yorumlarına baktım, ama krem pek fark yaratmadı.",0
"Denediğim ürün hakkında yorumlara bakarak seçtim, ama pek beklediğim kadar iyi değildi.",0
"Diğer insanların görüşlerine göre aldım, ama krem beklentilerimi karşılamadı.",0
Yorumları okudum ama benim için fark etmedi.,0
"Kullanıcıların deneyimlerine bakarak kremi tercih ettim, ama yeterli sonuç alamadım.",0
"Tavsiyelere uyarak kremi seçtim, ancak amaçladığım sonucu elde edemedim.",0
"Telefonum bozuldu, tamirciye götüreceğim.",0
"Kitap okumayı çok seviyorum, her gün birkaç sayfa okurum.",0
Dışarıda yağmur yağarken evde vakit geçirmek çok keyifli oluyor.,0
"Sabahları erken kalkıyorum, günün daha verimli geçmesini sağlıyor.",0
"Marketten aldığım meyveleri buzdolabında saklamalıyım, çabuk bozuluyorlar.",0
"Bugün tatilim, evde dinlenip kitap okumayı planlıyorum.",0
"Yemek yaparken tarifi dikkatli okumak önemlidir, aksi halde yanlış yapabilirsiniz.",0
"Komşularımın kedisini sevmiyorum, sürekli bahçeme giriyor.",0
"Arabama yeni lastikler taktırdım, yolculuklarım daha güvenli geçiyor.",0
"Derslerim çok yoğun, dikkatimi toplayıp çalışmam gerekiyor.",0
"Bir senedir kullanıyorum, aldığımda daha iyi çekim gücü vardı.",0
"Yaklaşık bir yıldır kullanıyorum, çekim gücü zamanla azaldı.",0
"Zamanında aldığımda daha iyi çekim gücü vardı, yaklaşık bir yıldır kullanıyorum.",0
"Kullanmaya başladığım zamanların çekim gücü daha iyi, bir yıl oldu.",0
"Yaklaşık bir yıldır kullanıyorum, aldığımda daha iyi çekerdi.",0
Aldığımda daha iyi çekim gücü vardı ama sadece bir yıldır kullanıyorum.,0
Yaklaşık bir yıldır kullandığım için çekim gücü azaldı ama zamanında daha iyi çalışıyordu.,0
Kullanmaya başladığımda çekim gücü daha iyiydi ama şimdi bir yıl oldu ve azaldı.,0
Yaklaşık bir yıldır kullandığım cihazın çekim gücü zamanla düştü.,0
"Aldığım zaman daha iyi çekim gücü vardı, fakat bir yıldır kullanıyorum ve düştü.",0
Bu yemek tarifi dediği gibi lezzetli çıkmıyor.,0
Şarkı sözleri yanlış yazılmış gibi duruyor.,0
Bu elbise fotoğraftaki gibi durmuyor.,0
Arabamın performansı söylenildiği kadar iyi değil.,0
Bu kulaklıkta söylendiği gibi gürültü önleme özelliği yok.,0
Bu çeviri orijinal metinden farklı gibi.,0
Bu bıçak keskin olduğu söylendiği kadar keskin değil.,0
Bu telefon pil ömrü söylendiği kadar uzun değil.,0
Yol haritası haritadaki gibi doğru değil.,0
Bu kitap tavsiye edildiği kadar ilgi çekici değil.,0
Kahve konusunda uzman değilim ama bu kahvenin güzel olduğunu düşünüyorum. ,1
"Seçenekler arasında tad farkı var, sadece Nescafe Gold değil. ",1
Latte ve espresso arasında büyük bir fark var. ,1
Çok hızlı bir kahve yapıcısı. ,1
Köpüğü yeterli ve süt tozu kullanmıyor. ,1
"Düşünenler korkmadan alabilir, ben memnun kaldım. ",1
Bardak haznesi biraz daha geniş olabilirdi. ,1
"Uzun latte bardakları sığmayabiliyor, geniş ve kısa bardak kullanmanız gerekiyor. ",1
Ama yine de harika bir kahve makinesi.,1
Bu kahve makinesi lezzetli kahve yapmak için ideal.,1
Masam küçük.,0
Gözlüklerim küçük.,0
Kalemim küçük.,0
Çantan küçük.,0
Kitaplarım küçük.,0
Pantolonum küçük.,0
Ayakkabılarım küçük.,0
Telefonum küçük.,0
Bardaklar küçük.,0
Saatim küçük.,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"Ürün kalitesi düşük, fiyatı ucuz olsa bile satın almamalıyız.",0
Ucuz fiyat cazip olsa da kaliteye öncelik vermek gerekiyor.,0
Bu fiyata daha iyi ürünler satın alabiliriz.,0
Kaliteli ürüne para vermekten kaçınmamalıyız.,0
Fiyatı uygun ama markası güvenilir olmayan ürünlerden uzak durmalıyız.,0
"Kaliteli bir ürün almanın önemli olduğunu düşünüyorum, fiyatı ne olursa olsun.",0
"Bu fiyat aralığında daha iyi ürünler mevcut, bu yüzden bunu satın almamalıyız.",0
Fiyatı uygun ürünleri araştırmalıyız ancak kalite konusunda da dikkatli olmalıyız.,0
"Fiyatı uygun, ama kalitesi düşük ürünleri tercih etmek yerine daha kaliteli ürünlere yönelmek daha mantıklı.",0
"Fiyat her şey değil, ürünün kalitesi de önemli. Bu yüzden sadece uygun fiyatlı ürünlerle sınırlı kalmamalıyız.",0
"Bu restoranda herhangi bir yemeği tavsiye etmem, çünkü tadı pek lezzetli değil.",1
Şu araba markasını kimseye önermem çünkü çok sık arıza yapıyor.,1
Bu yıl Avrupa'ya gitmeyi düşünmüyorum çünkü uçak biletleri çok pahalı.,1
"O filmi izlemenizi tavsiye etmem, çünkü senaryosu çok zayıf.",1
"O kitabı okumanızı tavsiye etmem, çünkü çok sıkıcı bir öyküsü var.",1
"Bu telefon markasını kimseye önermem, çünkü şarj ömrü çok kısa.",1
"Bu yemeği yapmanızı tavsiye etmem, çünkü malzemeleri çok sağlıksız.",1
"O kıyafeti giyerek dışarı çıkmanızı tavsiye etmem, çünkü hiç stil sahibi değil.",1
"Bu saati satın almanızı tavsiye etmem, çünkü çok fazla gürültülü çalışıyor.",1
"Bu restorandaki tatlıları denemenizi tavsiye etmem, çünkü çok fazla şekerli oluyorlar.",1
Bacak altı traşı yapamıyorum.,0
Bikini bölgesi traşı yapamıyorum.,0
Sırt traşı yapamıyorum.,0
Koltuk altı traşı yapamıyorum.,0
Saçlarımı kendim keşemiyorum.,0
Tırnaklarımı kendim törpüleyemiyorum.,0
Gözüm doğru düz görmüyor.,0
Ayakkabı bağcıklarımı kendim bağlayamıyorum.,0
Dik duramıyorum.,0
Elini kaldıramıyorum.,0
Bu markanın bezleri hem kaliteli hem de uygun fiyatlı.,1
Bebeğimin cildinde alerjiye yol açmayan nadir bezlerden biri.,1
Ürünün kokusu hoş ve rahatsız etmiyor.,1
Bezi değiştirdiğimiz zaman bile ısıya maruz kalması nedeniyle pişirme yapmıyor.,1
Islaklık hissi vermeden bile performanslı bir bez.,1
Kullandığı materyaller cilde zarar vermiyor.,1
Bebeğimizi rahat ettirirken bizleri de rahatlatıyor.,1
Ürünün tekli paketlerinin bile uzun süreli kullanımı var.,1
Arkasında yapışkan bant problemi yaşamak yok.,1
Bezin kenarları sığınma hissi yaratarak kuruluk sağlar.,1
"Çekim gücü harika, 3 duvar ötesinden bile net çekiyor.",1
30 metre mesafede bile 4 çentik çekiyor.,1
"Full çekim gücüne de sahip, beni şaşırttı.",1
"Hepsiburada'dan aldım, ürün gerçekten başarılı.",1
Kargo biraz gecikti ama üründen çok memnunum.,1
"Harika bir çekim mesafesi var, kullanımı çok kolay.",1
Ürünün çekim kalitesi gerçekten çok iyi.,1
Beklediğimden daha iyi sonuçlar aldım.,1
"Verdiği sinyaller çok güçlü, kesintisiz bir şebeke sunuyor.",1
"Bu ürünü hiç düşünmeden tavsiye edebilirim, gerçekten muhteşem.",1
Fevde uygun fiyatlı bir kartuş satın almak istiyorsanız diğer markalara göre daha avantajlısınız. ,1
"Fevde'nin kartuşları, diğer markaların ürünlerine göre daha uygun fiyatlıdır. ",1
"Diğer markalara kıyasla, Fevde'nin kartuşları kullanım için daha ekonomiktir. ",1
"Fevde'nin kartuşları, diğer markaların ürünlerine göre daha uygun fiyatta olduğu için tercih edilebilir. ",1
"Fevde'nin kartuşları, diğer markaların ürünlerine göre daha hesaplıdır. ",1
"Diğer markaların kartuşlarına göre, Fevde'nin ürünleri daha ekonomiktir. ",1
"Fevde kartuşları, diğer markaların ürünlerine göre daha uygun ve kullanışlıdır. ",1
"Fevde'nin uygun fiyatlı kartuşları, diğer markaların ürünlerine oranla daha kaliteli bir kullanım sunar. ",1
"Diğer markaların kartuşlarına göre, Fevde'nin productleri daha ekonomik ve kullanımı daha rahattır. ",1
"Fevde kartuşları, diğer markaların ürünlerine göre daha uygun fiyatlı olmasının yanı sıra, hoş renkler sunar.",1
Harika!,1
Süper!,1
Mükemmel!,1
Şahane!,1
Muhteşem!,1
Harikulade!,1
İnanılmaz!,1
Şıkır şıkır!,1
Cansın!,1
Bomba!,1
"Bu odanın havalandırması iyi değil, sıcaklığı yükseltiyor.",0
Ayakkabılarım rahat ama sürekli kayıyor.,0
Bu yemek lezzetli ama sosu biraz fazla acı.,0
Arabam hızlı ama yakıt tüketimi yüksek.,0
"Bu gözlükler tam uymuyor, burun kısmı ağrıtıyor.",0
Halının rengi güzel ama çok çabuk kirleniyor.,0
"Aydınlatma yeterli değil, kitap okumak zor oluyor.",0
"Bu sandalye sert, uzun süre oturamıyorum.",0
Yatak yumuşak ama özellikle bel ağrımı artırıyor.,0
Klima çok iyi soğutuyor ama sesi yüksek.,0
Arabam yeni aldım ama sürekli sorun yaşıyorum.,0
O ürünü aldığımızdan beri sürekli arızalar çıkıyor.,0
Bu markanın ürünleri hep çok çabuk bozuluyor.,0
Fiyatı uygun diye aldım ama pişman oldum.,0
Tamir ücreti aldığımız şeyin yarısı kadar oldu.,0
Kalitesiz malzeme kullanmışlar.,0
Garanti süresi bitene kadar sürekli tamir ettirdim.,0
"Beklediğim gibi çalışmıyor, hayal kırıklığına uğradım.",0
"İnternet yorumlarına bakarak almıştım, yanılmışım.",0
Başka bir markayı tercih etmenizi öneririm.,0
Şık görünse de biraz dar.,0
Rahat olsa da biraz dar.,0
Güzel duruyor fakat biraz dar.,0
Şık olmasına rağmen biraz sıkıcı.,0
Giyilebilir ama biraz dar.,0
Şık ama biraz kısıtlı.,0
Tarzı iyi ancak biraz sıkıştırıyor.,0
Göz alıcı ama biraz dar.,0
Yeterince iyi ama biraz dar.,0
Şık oluşu dar kalıyor.,0
"Telefonum boşaldı, şarjım yok.",0
Batarya ömrü çok kısa.,0
Telefondaki pil kapasitesi çok düşük.,0
Şarjı çok çabuk bitiyor.,0
Telefonum sürekli şarjda.,0
Pilim öğleden sonra bitiyor.,0
Pilim çok yavaş şarj oluyor.,0
Telefonum dokunulmaz hale geldi.,0
Şarjım olmadan telefonum kullanılamaz.,0
Pilim yoğun kullanımda iken daha çabuk bitiyor.,0
"Sorun hemen çözüldü, teşekkür ederiz.",1
Hata ayıklanması için sadece birkaç dakika gerekti.,1
Eksikliği hemen fark ettik ve düzelttik.,1
İşlemi düzeltmek çok kolay oldu.,1
"Eksik bir parça, hızlı bir şekilde tamamlandı.",1
Hata anında düzeltildi ve problem çözüldü.,1
"Sorunu çözmek çok kolaydı, teşekkürler.",1
Hata giderildi ve işlem devam etti.,1
Eksik parça eksikliği hızla tamamlandı.,1
Hata anında çözüldü ve sonuç mükemmel oldu.,1
Hediye için teşekkür ederim ama bu kadar zaman harcamamak daha iyi olurdu.,0
Göndermeniz için teşekkür ederim ama vakit kaybettim.,0
Sevimli jestiniz için teşekkür ederim ancak zamanımı almanıza gerek yoktu.,0
Hediye için minnettarım ancak bu kadar zaman harcamamak daha iyiydi.,0
Hediye için teşekkür ederim ama böyle bir şey beklemiyordum.,0
Gerçekten teşekkür ederim ama sadece zaman kaybettim.,0
Teşekkürler ama bana bir hediye göndermek zorunda değildiniz.,0
Hediye için teşekkür ediyorum ama bunun için çaba sarf etmeni istemezdim.,0
Elbette hediye için teşekkür ederim ama zamanımı almanız gereksizdi.,0
Teşekkür ederim ama hediye göndermek yerine sadece bir mesaj atabilirdiniz.,0
Buna inanmamanızı öneriyorum.,0
Bu konuda bir fikir yürütmemenizi tavsiye ederim.,0
Şunu yapıp yapmamayı size bırakıyorum.,0
Benim görüşüm farklı olabilir.,0
Bu seçimi yapmanız riskli olabilir.,0
Benim hoşuma gitmeyen bir tercih.,0
Siz karar verene kadar bekleyebilirim.,0
Belki bir kez daha düşünmelisiniz.,0
Başka bir alternatif üzerine düşünebilirsiniz.,0
Kararınızı kendiniz vermelisiniz.,0
Bu ürün gerçekten kaliteli ve işlevsel. Neden daha önce almamışım ki?,1
Eşsiz bir ürün. Keşke daha önce keşfetseydim.,1
Ürünün kalitesi ve işlevselliği gerçekten muhteşem. Neden daha önce tercih etmedim bilmiyorum.,1
Bu ürünü gerçekten sevdim. Keşke daha önce alsaydım.,1
Ürünün kalitesi beni hayran bıraktı. Daha önce almamak için ne sebep vardı ki?,1
Bu ürünü herkese tavsiye ederim. Daha önce almadığım için gerçekten pişmanım.,1
Ürünün kalitesi beni şaşırttı. Neden daha önce tercih etmedim diye düşünüyorum.,1
Bu ürün kesinlikle mükemmel. Daha önce keşfetseydim bana çok yardımcı olurdu.,1
Ürünün işlevselliği beni gerçekten etkiledi. Neden daha önce tercih etmedim anlamıyorum.,1
Bu ürün gerçekten harika. Keşke daha önce keşfetseydim de daha önce alabilseydim.,1
"Problemin kaynağı tasarımdadır, kalitede değil.",0
"Tasarım sorunları var, kaliteyle ilgili değil.",0
"Kaliteye dair bir sıkıntı yok, tasarımda problem var.",0
"Kalite ile ilgili bir problemimiz yok, sorun tasarımda.",0
"Sorun kalitede değil, tasarım sürecinde ortaya çıktı.",0
"Kalite konusunda bir sorunumuz yok, tasarım hatalı.",0
"Sorun tasarımdan kaynaklanıyor, kalitesel bir problem yok.",0
"Kaliteden kaynaklı bir sorun olmadığı halde, tasarımımızda problem var.",0
"Tasarımda bir sorun yaşanıyor, kalite ile bir ilgisi yok.",0
Kalite konusunda bir sıkıntımız yok ancak tasarımı tekrar gözden geçirmemiz gerekiyor.,0
Bu fiyatların üstüne çıkamazsın.,1
Orijinal ürünler burada daha ucuz.,1
Ne kadar mükemmel bir fiyat değil mi?,1
Şu fiyata asla kaçırmayın.,1
Orijinalliğiyle inanılmaz bir fırsat.,1
Daha iyisini nerede bulacaksın?,1
İnanılmaz bir fiyat- kalite oranı.,1
Neden daha fazla ödeyesin ki?,1
Kaçırırsanız pişman olursunuz.,1
Bu fiyata böylesine kaliteli ürünler bulamazsın.,1
Televizyon sesi biraz kısarsan sevinirim.,0
Bu cihazın pil ömrü hiç de iyi değil.,0
Bu yemek biraz daha fazla tuzlu olmuş.,0
Bu arabada klima pek iyi çalışmıyor.,0
Bu yazı fontu okunması zor bir yazı tipine sahip.,0
Bu işlemcinin hızı istediğim kadar yüksek değil.,0
Bu telefonun kamerasındaki çözünürlük düşük.,0
Bu ürünün fiyatı biraz daha yüksek.,0
Bu müzik sistemi bana göre biraz fazla yüksek ses çıkartıyor.,0
Bu araba yolda biraz fazla titreşiyor.,0
"Siyah renkteki ceketimi giydim, çok şık görünüyor.",1
Yeni aldığım kitabı bitirmeden gece yarısına kadar okudum.,1
"Tatil için planlarımı yaptım, bir hafta sonra gidiyorum.",1
"Tavsiye üzerine yeni bir restorana gittim, yemekler harikaydı.",1
